protein,gene,EN-181-11_T,EN-216-11_T,EN-430-11_T,EN-454-11_T,EN-711-16_T,EN-716-11_T,EN-797-18_T,EN-181-11_N,EN-216-11_N,EN-430-11_N,EN-454-11_N,EN-711-16_N,EN-716-11_N,EN-797-18_N
GNPI1,GNPDA1,37357000,75555000,356700000,24189000,166950000,119820000,83837000,21167000,22180000,21593000,14757000,66593000,48837000,35637000
GSTK1,GSTK1,105400000,319280000,93493000,139830000,1855100000,655230000,292510000,32452000,60106000,77037000,68226000,315520000,220630000,69285000
HEXB,HEXB,31349000,73934000,344680000,6134000,278390000,279660000,234720000,13207000,34850000,25649000,19685000,40521000,27245000,23828000
CALU,CALU,45101000,29633000,28475000,28419000,367360000,418980000,692310000,11343000,37186000,31772000,28223000,148660000,69705000,66663000
CPSF6,CPSF6,82480000,35051000,85589000,52834000,313740000,286080000,292200000,28395000,39760000,31457000,21581000,101240000,62797000,37785000
SF01,SF1,52652000,25825000,6532100,34572000,323370000,271940000,393560000,34147000,40594000,8440400,23481000,96181000,37293000,47953000
HNRDL,HNRNPDL,92675000,30499000,67606000,80418000,429930000,416780000,532970000,16832000,41186000,40092000,34450000,145520000,59178000,61204000
THOC4,ALYREF,81913000,59952000,21759000,64510000,367970000,246040000,336280000,20159000,36021000,23331000,18118000,168470000,38366000,54920000
GATM,GATM,89561000,92969000,58440000,24544000,350290000,569820000,245090000,21870000,27739000,11651000,7304800,33631000,57494000,19442000
SPRE,SPR,153910000,145410000,215930000,163390000,661470000,260110000,82933000,38407000,51773000,55849000,57469000,158660000,131210000,41965000
LBR,LBR,66982000,52135000,45788000,18858000,187430000,83219000,114400000,9562200,16134000,11961000,16142000,26765000,35753000,12229000
CSRP1,CSRP1,181410000,37854000,11804000,79988000,1313300000,1809500000,749480000,991250000,1529000000,968630000,1207900000,5491400000,6077100000,3929600000
HMGB1,HMGB1,193810000,282120000,121400000,486770000,2226100000,1261000000,2792800000,106080000,194850000,187900000,189310000,603320000,599020000,370830000
NOP58,NOP58,4713700,19660000,166490000,NA,37970000,54418000,103730000,2956300,1141500,160480,774100,5674700,16594000,5256100
OST48,DDOST,389750000,681270000,483740000,211900000,1068000000,902780000,737570000,62891000,138060000,105260000,75222000,256310000,234920000,235830000
HNRPD,HNRNPD,304930000,157950000,265930000,183790000,1150500000,1233700000,903080000,104150000,149610000,39347000,95690000,394040000,231280000,205430000
CAN5,CAPN5,12671000,12714000,18744000,2209100,105590000,59641000,5082900,358430,3883400,4764900,5799900,10799000,14800000,8257100
CASP7,CASP7,28813000,21887000,40863000,7784400,55963000,66453000,9578000,3126200,3813000,2525500,928710,7203600,8964100,6645500
PR40A,PRPF40A,39081000,22001000,56858000,8245700,119120000,97163000,106140000,5572800,7956700,13097000,4760400,30632000,23610000,9445900
GALT2,GALNT2,19211000,52859000,27499000,12795000,59299000,17957000,38260000,2877300,4255500,9380500,3497700,13405000,9733400,5104900
LYN,LYN,18100000,36798000,7461200,9860200,29487000,30524000,17436000,4353900,3907200,7115700,822160,7655700,2556000,1663200
NOP9,NOP9,2801700,4437300,27504000,1980200,6216000,5832900,5894000,282560,447890,847630,NA,1988900,1345000,538800
AGRE5,ADGRE5,17866000,29895000,36329000,9953600,231860000,116810000,55422000,6696900,8260000,9009600,6579900,30489000,32213000,10049000
FBLN3,EFEMP1,71013000,66271000,17385000,38346000,388610000,409940000,268410000,26385000,66021000,67276000,17947000,97148000,77887000,37093000
CATC,CTSC,109460000,362470000,132460000,71054000,297980000,314900000,241350000,23405000,31196000,31293000,25412000,65490000,35537000,29810000
DNJA1,DNAJA1,67108000,67274000,80980000,47900000,159880000,107900000,173080000,19154000,12917000,40541000,8141600,48655000,24223000,23574000
SMC2,SMC2,5775900,5210900,26897000,3729800,29569000,24066000,21219000,488640,2325100,4797600,1678000,6076500,2897000,2758900
RL1D1,RSL1D1,20677000,15189000,NA,8570400,33854000,16820000,11126000,2214900,3502000,3213000,8491500,8461600,3692700,2195800
STT3A,STT3A,27659000,23860000,11283000,13125000,158810000,140700000,184550000,1792200,2851300,10626000,3778000,17972000,38750000,19029000
RMD3,RMDN3,17395000,35654000,49778000,6862200,63706000,80345000,43255000,1404100,4660500,9000300,2639100,22619000,23465000,8617900
GALE,GALE,11158000,21750000,178210000,71287000,284400000,258370000,55182000,2499800,18086000,14432000,29392000,34070000,52891000,27555000
PRDX4,PRDX4,213550000,565290000,285950000,194740000,860030000,434050000,1014300000,69789000,97042000,84721000,60710000,242480000,147290000,82091000
AGM1,PGM3,31458000,10171000,27226000,4695700,222790000,173770000,87898000,6187500,12391000,6976800,6496700,36139000,56465000,17262000
RBM14,RBM14,32215000,51133000,10461000,24261000,73278000,83868000,106930000,6542900,20550000,2397300,16223000,13956000,16804000,9619700
AGR2,AGR2,813580000,1127700000,237930000,1400600000,7660000000,7656800000,1119700000,44504000,93195000,12378000,7355900,22061000,1837300,4922800
GGT5,GGT5,17787000,97224000,67776000,29013000,130130000,210640000,27436000,11517000,18124000,13902000,10626000,13786000,31990000,14111000
ROAA,HNRNPAB,100480000,102990000,437710000,82065000,308300000,139920000,398030000,27905000,43392000,21884000,21350000,50373000,44833000,46168000
FBLN5,FBLN5,33441000,71000000,56023000,27169000,327540000,539590000,400500000,11067000,38186000,88310000,16297000,93600000,25658000,53471000
PLOD1,PLOD1,14100000,6488100,19906000,4421600,17479000,23041000,21674000,1397300,1471400,172830,336620,1912800,1216800,1373200
PGS2,DCN,262890000,93647000,107620000,31528000,331400000,304610000,277550000,882980000,753440000,552510000,823860000,1185100000,1513700000,674450000
DHB2,HSD17B2,1206700,11342000,3082700,25366000,77383000,100490000,18682000,NA,4861100,1208800,826880,7520600,20261000,2961100
SIAS,NANS,122090000,397180000,82847000,31780000,1278500000,1305100000,546070000,17175000,52482000,82038000,32713000,217510000,186670000,75341000
CSTF2,CSTF2,1675800,1633000,3339500,55453,34954000,33234000,47029000,834950,NA,1714900,635400,10028000,13119000,7681700
SUMF2,SUMF2,87524000,91273000,65531000,33032000,307510000,199900000,98377000,22099000,21965000,15925000,30632000,43825000,36966000,13924000
GORS2,GORASP2,75095000,97860000,142810000,47037000,317510000,306170000,213980000,6636900,12257000,14102000,12031000,57959000,34265000,20337000
HMGCL,HMGCL,27980000,19294000,110920000,69408000,378050000,356880000,85985000,23161000,28387000,34396000,46961000,22268000,70739000,24829000
RT29,DAP3,19351000,14973000,55137000,19763000,53979000,50411000,64001000,745730,3799700,6471600,4829800,17769000,15729000,9789800
ETHE1,ETHE1,136990000,215480000,191240000,195660000,628910000,287020000,188340000,54451000,58038000,138960000,59259000,111210000,88655000,69258000
MLEC,MLEC,88417000,153540000,215650000,108370000,219230000,218460000,189500000,21678000,16006000,33886000,22207000,36424000,28513000,20915000
ARF4,ARF4,27837000,33303000,926700,71923000,526940000,539990000,500000000,24249000,31353000,58643000,25136000,134420000,78191000,55508000
GALM,GALM,160780000,129170000,231860000,31472000,299270000,172480000,33942000,21503000,18120000,31980000,16114000,29268000,16653000,15958000
P3H1,P3H1,13118000,11893000,58187000,6613600,24156000,27267000,21262000,841600,18529000,16749000,6581700,2444400,2152700,NA
UBP10,USP10,13875000,16722000,17556000,2983500,45699000,17124000,94649000,1805400,2383600,6166900,1825700,16578000,9667700,7445800
PLBL1,PLBD1,6250200,48135000,11129000,280750,6358700,146890000,14554000,2221000,2414300,4981200,2165300,2028600,9663400,1663000
THTR,TST,189470000,366640000,353530000,197370000,977060000,805130000,249380000,16628000,67780000,53911000,59623000,122420000,196360000,66942000
SCRB2,SCARB2,97818000,179710000,300160000,63960000,441310000,343660000,86763000,15315000,39337000,23890000,39894000,32023000,39292000,31875000
P4HA1,P4HA1,5440800,565480,6759700,98057,18355000,12497000,19691000,61021,332630,NA,412850,2931100,1370900,1093300
GNS,GNS,9029600,24112000,26600000,81984000,42356000,54362000,34372000,1820900,2874300,562450,708480,6600500,9374400,2459500
YMEL1,YME1L1,4476100,5397000,33067000,3106100,26471000,18128000,9225000,179210,779300,4033000,4057600,5834600,725110,2338300
DKC1,DKC1,19593000,30848000,55442000,7359000,152770000,154920000,74301000,2153000,4413700,2515300,5507200,25328000,13111000,12795000
SMU1,SMU1,27058000,27788000,23621000,10793000,91910000,68753000,64157000,10823000,8248500,7485000,3313200,22580000,20606000,9540800
FBRL,FBL,10726000,27548000,NA,67909,41403000,33103000,19522000,854770,2720600,NA,571880,18708000,13255000,2707200
GT251,COLGALT1,26586000,32033000,39822000,13924000,73372000,59299000,101350000,8324400,2848100,6939400,4466400,32929000,3211700,5922700
SORCN,SRI,96765000,102900000,8118600,47637000,1062000000,575420000,284460000,43336000,46183000,42649000,45951000,196050000,117180000,90498000
DDX23,DDX23,17339000,11946000,14108000,1885700,56669000,58710000,35312000,9263200,7447800,11287000,2997600,9556100,6293000,4288800
RBM4,RBM4,4091200,819450,841350,1988400,25444000,28723000,70515000,2632600,991160,1229600,2603000,14099000,6287000,9013100
BGLR,GUSB,31506000,73437000,54395000,23876000,318310000,131650000,35483000,7047300,17285000,5045500,7502700,19959000,14483000,6205100
STAT2,STAT2,12876000,23618000,12029000,5242000,65633000,85564000,43385000,3517200,5502800,6219500,5460700,21666000,17288000,8611200
BGAL,GLB1,11058000,25826000,48609000,12820000,19731000,37642000,39045000,3947400,3437900,3003000,83965,NA,5874100,1268400
CRYL1,CRYL1,11789000,34704000,206170000,11951000,242750000,134440000,90462000,21922000,17244000,13161000,20866000,47698000,51295000,20686000
PSME3,PSME3,110300000,59987000,26995000,74299000,296910000,261920000,370070000,22669000,31798000,49162000,43553000,112620000,87856000,30879000
CSK21,CSNK2A1,47647000,41322000,100670000,29609000,190120000,113270000,194170000,12603000,19512000,17791000,21123000,24801000,46297000,26225000
AT1B1,ATP1B1,241120000,331610000,1417400000,342760000,1422900000,752950000,132670000,93427000,123980000,67228000,58093000,155390000,107170000,36672000
LAMP1,LAMP1,107920000,139080000,489520000,238990000,424400000,475180000,290850000,43232000,70500000,83551000,59692000,133600000,145170000,105890000
RDH14,RDH14,8769000,15152000,7555100,6977100,31661000,24990000,6656100,3145400,4448900,4480400,4514900,7839500,5077700,2831700
APMAP,APMAP,88462000,108540000,203680000,78684000,824970000,496550000,316730000,29566000,40312000,19331000,27860000,117520000,147640000,83133000
AGK,AGK,35708000,40911000,89650000,34836000,217350000,131430000,48874000,6749500,30908000,23576000,9101300,24076000,46096000,12902000
SFXN1,SFXN1,57181000,38721000,82773000,48683000,206580000,129350000,122490000,12587000,25960000,22653000,19330000,65313000,38309000,28247000
STK4,STK4,100120,4747900,6112500,3548400,25935000,33950000,23521000,135560,NA,3152300,1035300,10284000,8379100,6754700
TADBP,TARDBP,127380000,59763000,378020000,48120000,478970000,352180000,447010000,39594000,53513000,42581000,49032000,68410000,193000000,112220000
RFTN1,RFTN1,10529000,13677000,6292800,8281100,94374000,102330000,56413000,1525800,5530500,4740200,1276400,24286000,10588000,5649300
SPS1,SEPHS1,24957000,35020000,66868000,8417800,172930000,105580000,75774000,10260000,12174000,9579000,9941100,51095000,31156000,28342000
CPSF3,CPSF3,4992900,5065600,8929300,3004300,30186000,17584000,39675000,1389700,1628800,3431100,3540700,9074100,3748000,2400000
DHB11,HSD17B11,23148000,38831000,139820000,8640700,294260000,111480000,57078000,10394000,7952200,8462400,8877000,19770000,7292700,11334000
ICAM1,ICAM1,22174000,64561000,51513000,7992100,69040000,74231000,108770000,3704600,5857700,4012600,3601300,17149000,4363400,6744500
GALT3,GALNT3,4797600,34034000,8179200,19087000,76576000,61848000,27731000,7912500,1152500,6101200,8577400,9832900,8755300,4380900
PON2,PON2,13145000,32517000,146460000,47644000,361960000,216430000,89348000,13089000,20839000,25478000,23978000,13840000,12522000,5760100
TM9S2,TM9SF2,113430000,207180000,187150000,137080000,319460000,380530000,214010000,23594000,41524000,64134000,41136000,59142000,47284000,34806000
PYRG2,CTPS2,19269000,28961000,73998000,14468000,90313000,35187000,15928000,1980600,6504100,5384600,5784800,19012000,14287000,8948700
NGAL,LCN2,113220000,1406900000,1045500000,1621400000,938470000,642150000,890850000,110270000,149270000,353740000,126290000,282060000,205340000,135100000
CYTA,CSTA,20772000,36396000,5917500,4335600,35011000,98207000,945470000,78118000,326530000,217990000,658350000,3040200000,1741200000,784370000
KHDR1,KHDRBS1,209280000,203880000,69298000,92524000,818730000,628800000,551330000,62755000,86175000,55669000,64959000,132670000,291770000,39031000
PLPL6,PNPLA6,5178800,18898000,22573000,10360000,59305000,55044000,30578000,4151800,4186000,5979400,4024100,13694000,19933000,9597800
LC7L3,LUC7L3,75974000,47413000,233930000,38084000,147020000,152740000,96181000,26997000,33212000,36498000,22402000,13021000,65689000,19557000
PRDX3,PRDX3,341000000,637760000,2660700000,393600000,1677400000,2337800000,550820000,218340000,270520000,209080000,244100000,560730000,309050000,342580000
TOM34,TOMM34,33562000,12393000,142760000,21154000,86123000,54060000,15405000,3631700,8454000,8961600,8484300,8921200,8255500,7173700
MZB1,MZB1,80007000,1030200000,68920000,273510000,592390000,752030000,197050000,17427000,56388000,77573000,28758000,159650000,436630,39700000
UAP1,UAP1,25518000,26514000,73193000,19924000,84162000,40309000,20926000,2657300,5873700,4596900,3577600,16628000,15727000,8899300
PRP4,PRPF4,8080000,1578000,46417000,3277100,14646000,14884000,34424000,777850,2637900,2138300,4559600,7052600,3528800,2297300
DEK,DEK,52157000,123210000,162230000,47991000,234750000,226080000,114150000,11224000,15875000,18743000,18440000,87561000,88268000,31805000
HM13,HM13,26268000,32865000,159220000,27075000,236340000,247700000,428950000,21743000,23560000,21289000,36895000,95528000,51746000,43564000
RCN2,RCN2,85383000,25566000,138320000,109140000,182630000,55493000,293810000,12809000,19356000,23369000,19591000,69764000,39688000,19533000
SSBP,SSBP1,74977000,101180000,406540000,165540000,442210000,136870000,326170000,42543000,69824000,35133000,40750000,49033000,51556000,51787000
BUB3,BUB3,60850000,43521000,111930000,30073000,312100000,219000000,204070000,19160000,22485000,22196000,20254000,69171000,74502000,33629000
VAPB,VAPB,39139000,52359000,19775000,70113000,343190000,330850000,238450000,14007000,23328000,21431000,21413000,81393000,69793000,21726000
LYSC,LYZ,135640000,555680000,134780000,5315600000,753050000,957500000,282470000,76718000,42967000,17384000,26696000,58198000,52602000,48164000
OFUT1,POFUT1,26516000,28692000,311020000,50558000,448700000,213540000,184700000,6203500,7818000,6026300,7660400,61719000,25095000,9927400
AMRP,LRPAP1,14683000,8607400,4862000,11251000,113350000,77977000,114500000,3053100,5305300,3763800,2925000,16339000,15149000,6778800
ABHDB,ABHD11,121420000,91281000,19577000,121090000,375780000,268910000,73137000,6782600,9178600,4305700,13777000,32041000,10493000,5971400
SF3B4,SF3B4,14255000,46882000,38388000,4712200,44814000,23948000,90882000,271130,1731600,8906600,5483900,10730000,NA,8546600
SEC13,SEC13,106710000,145950000,125330000,68879000,757640000,612390000,570260000,34270000,53029000,34017000,33891000,227100000,164260000,89245000
FUCO,FUCA1,15479000,150850000,116770000,23783000,176570000,66061000,41992000,33589000,18976000,11496000,17840000,5342500,5820400,16725000
GGH,GGH,40988000,114960000,114430000,27226000,277860000,123290000,134340000,18317000,31763000,41357000,37602000,52064000,32937000,23690000
TOM40,TOMM40,9213700,516180,2220500,42083000,267530000,137010000,422460000,1733800,36597000,3035400,32339000,49806000,84174000,27567000
CASP6,CASP6,11396000,16996000,12303000,32412000,131070000,31545000,21509000,1833200,3000300,3961900,1384300,15297000,11169000,5299100
PSB9,PSMB9,30901000,58157000,30253000,8814000,81060000,73960000,61354000,3803600,8996900,3891200,3341500,17961000,13957000,9520100
